,x,y,cluster
0,-3.46754609874333,8.642968174870687,0
1,-5.539579747449855,11.74803466308737,0
2,-4.458560963507393,10.588455335683225,0
3,-2.7650328060142835,7.1032052469974705,0
4,2.741081058564215,7.237933813615514,1
5,-5.577425964523995,11.56963977199534,0
6,-0.30341016402647725,0.3793791729997784,1
7,1.612298226711224,12.52496781308473,0
8,-0.15031738161017616,8.075934823988913,0
9,3.7995052020363866,1.4096004662197177,1
10,-4.721867571064807,6.62187288003698,0
11,7.970827725153255,4.001909813976993,1
12,-0.182870118742831,9.034752250237496,0
13,-0.8841459782643541,11.726766185339967,0
14,5.219428550020927,6.12397128123161,1
15,6.608523633181269,1.5451919954897142,1
16,1.7786905555979011,10.282124172834344,0
17,5.905442568440671,6.514555399549524,1
18,-0.8641077988463721,6.572598828256277,0
19,0.37334895507948085,6.142561825839443,0
20,3.0923004380209553,-0.5161397226821021,1
21,-2.380637584861825,6.85879657233971,0
22,-2.4180539432451225,7.711085432986687,0
23,6.5112356225230235,4.516279873929049,1
24,3.9126544118003896,1.859278436498597,1
25,-1.3354834354522096,13.395197379818278,0
26,3.365104581615066,4.351202746155836,1
27,7.042306680555991,1.1570189378976292,1
28,0.7807378039498172,8.516214049085566,0
29,-2.0192644808353046,8.000399777456062,0
30,-2.091470433043239,5.09494588043877,0
31,-0.2235519940227091,10.51815219357187,0
32,3.5603594756093786,0.4165602331361067,1
33,4.0243223663220995,2.41147033926861,1
34,3.455090987750363,0.24518814458109994,1
35,3.9179465045899415,4.291829290669228,1
36,-0.8583649250766905,10.641305400199599,0
37,-2.7267179199664655,9.817709572396204,0
38,5.180792487787779,1.872693465042458,1
39,-4.260434129822265,6.248686666269649,0
40,-2.3256760699817454,5.039148298996536,0
41,4.161982742495282,0.15804235985753623,1
42,2.6315973027239656,0.4375745537324751,1
43,5.151938304855853,3.9385516518317596,1
44,4.832120390110068,1.048619106530647,1
45,-1.7760011308590538,7.134526555543611,0
46,5.0036113463450915,2.4696108565414043,1
47,4.475576479442964,4.207761347116987,1
48,-3.71047500289036,8.430898628611768,0
49,3.3643988677254697,0.9111757739370967,1
50,4.995280838094609,-0.6975190334794705,1
51,2.418727145296444,5.477710570787977,1
52,-5.959033288078816,7.889711069716376,0
53,3.4886031837525535,2.217189313231455,1
54,6.703567915165371,-0.9979510621332119,1
55,6.516446448180097,0.9410802275059842,1
56,-3.0480112919418656,10.449370639790246,0
57,-4.490270273314127,7.8816906689927775,0
58,-1.4791022504406544,16.719749109507763,0
59,-1.5627223739056606,8.868628302884575,0
60,2.4777657554115766,4.0794753906065395,1
61,1.9509778141595473,0.13586579097233553,1
62,-5.264536358966932,7.138636048368076,0
63,-3.913303810807455,8.358961835002786,0
64,-4.8757146483843,4.93582177267812,0
65,-1.6215587667602933,10.563554235056994,0
66,-1.3674166016664162,11.28541740855952,0
67,-2.3695934530727123,8.243658934474801,0
68,-3.007125920010897,10.957428030107032,0
69,5.62651463798988,2.34284193133048,1
70,1.824855446792459,0.4175363087589814,1
71,9.76004791276569,1.7810498844914322,1
72,4.449287771454197,2.5312127354814105,1
73,4.157406720515442,2.6772804769693255,1
74,-4.075704207725225,8.370163095786971,0
75,2.1367999878472133,4.860698892087251,1
76,3.6646663880831145,1.10805330830149,1
77,-1.6833347145015014,7.886837022590372,0
78,6.061798772635084,2.8616963069128114,1
79,-4.1456389895196954,13.199060679569243,0
80,-2.0610126594319165,9.039470929761912,0
81,-2.5786211624632367,6.676930052959257,0
82,5.173979367966619,3.752431275187606,1
83,3.7470116071270447,2.361349669737347,1
84,4.507719238933468,-0.44886271558418134,1
85,0.6628360092379539,6.538655130544623,0
86,5.456384347657045,-1.4319975245349488,1
87,-2.653217866213418,11.021351923982369,0
88,-0.88347338537483,10.273543812045546,0
89,-0.5589581562172479,8.720171365194044,0
90,8.235251889927147,3.2548554064747517,1
91,-4.027462946160146,9.315073701150737,0
92,4.6070330440825975,4.3499562308369,1
93,4.4604074476536475,4.853404114839678,1
94,-0.5824453645641066,9.839847982071317,0
95,-2.2686063596289525,10.04316379631582,0
96,-1.7859255729574819,7.724046618988073,0
97,4.972783252654214,2.95807221195703,1
98,-2.282162932550254,10.338547477240414,0
99,-2.11107823190581,7.813852373880732,0
100,6.975442959547716,2.4820113705431583,1
101,7.029972094077786,-1.0732041256268174,1
102,-4.276912495455016,9.321736340089377,0
103,-0.6568425279894674,12.833119409138583,0
104,4.159228039911831,1.2235280688415369,1
105,-3.9398050415726864,10.373481626067672,0
106,2.597413201966675,3.3898825785394386,1
107,-4.160192016637773,8.371514444892334,0
108,-4.1886413074143025,7.815500837310277,0
109,7.404196818303156,3.2705894591200173,1
110,6.7149587247439,0.9531368862312379,1
111,4.5595629349394144,-0.8883805202953643,1
112,5.31687165121693,1.1425938561391296,1
113,5.325329528983509,2.8866761222483,1
114,7.740879821856256,-0.023538397536849942,1
115,4.697368482097736,4.53007340915533,1
116,-3.4093285660112373,10.25998599289332,0
117,-2.956123193704452,10.442287116382506,0
118,-0.19297587605261457,10.597611516124193,0
119,-3.9086486390379216,9.442245949666766,0
120,-0.7645563496113938,9.380970139675025,0
121,7.480887332207811,0.8316770964417795,1
122,-4.439044544212959,10.3863890481952,0
123,5.013412365182258,0.4624038192340869,1
124,-2.723258342961866,6.943801483359573,0
125,2.1956232184442106,3.3991665442855084,1
126,7.770926894696782,1.8416691617947565,1
127,7.052896769244815,0.33929834196625985,1
128,5.25548237401222,-1.4471671013725191,1
129,2.923163275865674,3.3737894427587145,1
130,8.40392782917817,4.664009776250687,1
131,7.826252089506895,0.9507383310783617,1
132,4.570509061454539,2.4415991490137734,1
133,5.930847198510252,6.299679130551652,1
134,1.9435079920166753,3.4596978719861617,1
